Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Er Shiduo,Female,64,Beijing,2,1,1,1,508,1161.87,0,0
Qiu Liwei,Female,36,Beijing,8,2,0,1,572,9636.77,84068.2614,0
Chen De,Female,28,Shanghai,5,1,1,0,689,1172,117254.178,1
Jia Shuji,Male,36,Tianjin,9,2,1,0,702,33321,111389.3904,0
Ren Shi,Female,33,Beijing,2,2,1,0,710,13947.47,0,0
Zhen dema,Female,43,Beijing,8,1,1,0,586,12819.66,163046.6598,1
Er Shazi,Male,58,Beijing,9,2,1,1,711,5118.13,112280.7099,0
Yu Laoren,Male,43,Shanghai,1,1,0,0,670,22987.69,120284.4183,0
Zheng Nengliang,Male,35,Shanghai,0,1,1,1,597,29704.84,156838.5177,0
Jia Shuji,Male,55,Shanghai,2,1,0,1,653,11921.16,86424.5109,0
Tian Tian,Female,50,Shanghai,5,2,1,0,687,21076.55,0,0
Xiao Jian,Female,39,Beijing,2,1,1,1,850,33803.3,182761.5672,0
Zhong Guoren,Male,50,Tianjin,7,1,0,1,623,123.44,155728.2951,1
Tan Anwen,Male,38,Shanghai,7,1,1,0,694,21698.09,149478.702,0
Guo Hechai,Male,42,Beijing,8,2,1,1,519,19404.53,0,0
Wo lIaobu,Male,24,Beijing,5,2,1,0,797,34848.49,0,0
Er Shazi,Male,47,Beijing,2,2,1,1,598,35586.33,0,0
Yu Laoren,Female,40,Beijing,2,1,1,0,523,24608.43,126649.9143,1
Wo lIaobu,Male,41,Shanghai,4,1,0,1,577,25856.06,109489.2003,0
Wu Shangui,Female,39,Beijing,2,2,1,1,572,106.17,0,0
Ren Gui,Male,34,Tianjin,9,2,0,0,644,27003.83,138678.2442,0
Huang Jiangang,Female,56,Beijing,9,1,1,1,591,37522.35,158525.4627,1
Bao Qiao,Female,37,Tianjin,9,1,1,1,636,29356.64,193231.1796,0
Qi Lai,Female,27,Shanghai,6,2,1,1,653,6384.21,132534.5664,0
Dao Lema,Female,47,Beijing,2,1,1,1,722,17333.83,108254.022,1
Zhang Jie,Male,36,Tianjin,3,2,0,1,678,17125.57,179269.6341,0
Ba Genru,Female,35,Tianjin,8,1,0,0,493,37749.26,219330.648,0
Qiu Deba,Male,38,Shanghai,3,1,1,0,678,24140.21,153114.7419,0
Xiao Jian,Male,49,Beijing,6,1,1,0,850,12575.39,158256.597,1
Zhang San,Female,32,Beijing,1,1,0,1,633,7006.24,127921.6974,0
Shei Zhidao,Female,50,Tianjin,7,1,1,1,666,26794.66,134146.6044,1
Ye Xu,Male,23,Shanghai,2,1,1,1,784,1309.31,0,0
Li Si,Female,35,Shanghai,4,2,1,1,715,38213.66,49408.9524,0
Jia Baoyu,Female,38,Shanghai,8,1,1,0,649,19839.48,0,0
Bao Qiao,Female,34,Beijing,8,2,1,0,838,5252.78,0,0
Chen De,Female,37,Tianjin,7,1,1,1,627,25436.32,181254.7311,0
Guo Hechai,Female,41,Beijing,5,1,1,1,657,13050.83,117905.7951,0
Zhen Haowao,Male,41,Beijing,6,1,1,1,721,12328.34,166137.4776,0
Qi Moamao,Female,49,Beijing,1,2,1,1,820,22770.02,0,0
Zhi Fen,Female,32,Tianjin,2,2,0,0,786,11388.1,128333.8089,0
Mao Xi,Male,35,Beijing,3,1,1,1,584,20161.27,179963.2434,0
Zhen Dema,Female,39,Tianjin,9,1,1,0,764,9574.17,170160.0573,1
Zen Meban,Male,37,Tianjin,8,1,0,1,435,187.55,140645.949,1
We Po,Male,36,Shanghai,5,2,1,1,738,18524.15,0,0
Ba Qiu,Male,36,Beijing,8,1,1,1,658,18150.21,214094.3658,0
Er Shiduo,Male,29,Beijing,3,1,1,0,658,3863.67,178980.7932,0
Zhen Haowao,Male,39,Tianjin,8,1,0,0,583,10107.43,126622.3623,0
Mao Xi,Male,35,Tianjin,4,1,1,1,626,6276.38,108375.0663,0
Tian Tian,Male,46,Beijing,1,1,1,0,714,29095.17,0,1
Qiu Ba,Male,41,Tianjin,3,1,1,0,598,36609.7,112590.4239,1
Xue Baochai,Male,54,Beijing,8,1,1,1,664,31112.75,0,1
Jia Shuji,Male,27,Shanghai,4,1,1,1,608,38231.99,188589.873,0
Er Shiduo,Female,40,Shanghai,2,1,1,1,592,21652.91,246396.6135,0
Cha Buduo,Female,28,Beijing,8,2,0,0,711,20107.05,0,0
Zhao Hu,Female,46,Shanghai,7,1,1,1,721,12997.43,169658.0697,0
Zhang Jia,Male,48,Shanghai,5,1,0,1,479,16375.98,107096.3829,0
Zhen dema,Male,32,Beijing,7,1,1,0,542,23958.43,132682.2156,0
Xue Qiao,Male,36,Beijing,2,1,1,1,770,20252.9,110454.1722,0
Kong Pi,Female,60,Beijing,7,1,1,0,430,30963.21,90942.5346,1
Chen De,Male,23,Beijing,9,1,1,0,648,25750.8,207098.1996,0
De Daogao,Female,41,Beijing,3,1,1,1,711,19398.67,179278.5393,0
Cha Buduo,Female,40,Tianjin,2,2,1,0,567,17934.19,129424.1178,0
Zhen Dema,Male,51,Tianjin,4,1,1,0,780,37334.47,155872.0575,1
Tian Ci,Female,24,Beijing,4,2,1,1,617,17436.92,168873.0837,0
Qiu Deba,Male,42,Beijing,8,1,1,1,668,6290.7,230667.7917,1
Ba Genru,Male,26,Beijing,8,2,1,1,573,17242.31,106113.2439,0
Kong Pi,Male,36,Shanghai,8,2,1,0,701,32344.44,0,0
Qiu Deba,Male,41,Beijing,5,1,0,1,661,16879.46,0,0
Lin Daiyu,Female,29,Shanghai,8,2,0,0,716,15031.91,0,0
Er Shazi,Male,30,Beijing,2,2,0,1,641,1391.69,107631.7281,0
Te kepa,Male,40,Beijing,6,1,0,0,825,22394.35,162739.1106,0
Qu Bo,Male,75,Tianjin,2,1,0,1,605,35689.31,75423.1449,0
Wo Bai,Female,23,Beijing,5,1,0,0,706,31382.1,0,1
San Shaneshi,Female,36,Shanghai,7,2,1,1,696,15735.86,0,0
Kan Jian,Male,47,Beijing,2,2,1,0,690,28943.73,0,0
Shei Zhidao,Male,35,Shanghai,3,1,1,1,738,2992.49,0,0
We Maoqian,Male,58,Beijing,3,3,1,1,746,15362.32,0,1
Wu Baige,Female,38,Tianjin,3,1,1,1,787,5397.39,194799.0729,0
Wu Baige,Female,33,Beijing,6,2,1,0,675,6509.67,0,0
Qiu Liwei,Male,28,Beijing,4,2,1,1,723,23687.54,0,0
Yi zhi,Male,34,Beijing,1,1,1,1,780,12390.82,0,0
Zhong Guoren,Male,48,Shanghai,8,1,1,1,704,33173.69,206637.048,0
Qiu Ba,Male,35,Tianjin,2,3,1,0,569,20916.47,134311.8918,1
Ping Shide,Male,35,Tianjin,5,1,1,1,574,2890.66,201543.8148,0
Zhao Wei,Female,21,Beijing,8,2,0,1,746,37201.46,205266.1761,0
Ye Xu,Male,41,Beijing,2,1,1,1,691,10870.15,0,1
Wo Bai,Female,36,Tianjin,4,1,0,1,773,840.43,130206.2133,0
Shuai Jile,Male,40,Beijing,1,1,1,1,600,12964.4,173598.2517,0
Zhao Lao,Female,41,Beijing,1,2,1,1,600,17436.64,0,0
Tian Tian,Female,49,Beijing,0,1,1,1,675,15391.34,0,1
Wo Bai,Male,30,Tianjin,3,2,1,1,627,7686.23,158388.1824,0
Si Shi,Female,39,Beijing,9,1,1,1,748,11402.75,163424.6388,1
Shei Zhidao,Male,60,Beijing,10,2,1,1,577,34152.33,154229.331,0
Qi Lai,Female,58,Shanghai,5,1,0,1,663,14182.92,265815.1524,1
Zhen Shi,Male,32,Beijing,0,1,1,0,527,20941.46,0,0
Shei Shiwo,Male,37,Beijing,9,1,1,0,686,5276.55,165509.5626,0
Chen De,Female,42,Beijing,9,1,0,1,534,2386.88,178106.4231,1
Shei Shiwo,Male,40,Shanghai,3,1,1,1,848,5903.79,136443.8508,0
Ni Bai,Male,62,Beijing,1,2,0,1,755,27223.26,157078.7859,0
Te kepa,Female,30,Tianjin,5,1,1,0,642,111.38,159597.0387,0
Ren Shi,Female,35,Beijing,2,1,1,0,479,37409.13,139101.192,0
Hu Bao,Female,43,Tianjin,2,4,1,0,602,22010.77,139779.0327,1
Huang Jiangang,Male,49,Tianjin,8,2,1,0,547,8895.11,149491.3833,1
Shuai Jile,Female,34,Tianjin,1,2,1,1,811,35629.01,183635.5437,0
Zhen Haowao,Female,38,Tianjin,3,1,1,1,581,6294.34,166243.1715,0
Shei Shiwo,Male,39,Shanghai,7,2,1,0,754,25545.1,193961.1354,1
Jia Shi,Male,30,Beijing,7,1,0,0,669,3785.7,117008.4978,0
Tian Tian,Female,36,Beijing,3,2,1,1,679,428.95,0,0
Bao Qiao,Female,78,Beijing,5,1,1,1,755,14534.7,149084.5608,0
Lang Ping,Male,57,Tianjin,3,1,1,0,794,17846.44,143979.4458,1
We Maoqian,Female,38,Shanghai,8,2,1,0,624,18241.56,0,0
Zhang Jie,Male,32,Beijing,5,1,1,0,571,23949.62,161565.7275,0
Tan Anwen,Male,36,Tianjin,10,1,0,1,592,27937.16,151520.6373,0
Qiu Deba,Female,37,Tianjin,8,1,1,0,720,8792.64,192227.8317,0
Te kepa,Female,38,Shanghai,2,1,1,0,845,34346.43,138748.8216,0
Zhang De,Male,42,Tianjin,2,2,1,0,675,1638.08,113918.4672,0
Qiu Deba,Male,46,Beijing,6,1,1,0,464,34979.82,199012.1919,0
Zhi Fen,Female,41,Beijing,4,2,1,0,686,35869.94,159351.1248,0
Zhuan Ji,Male,32,Beijing,7,2,1,0,705,1514.64,0,0
Jia Shuji,Female,31,Shanghai,9,2,1,1,680,19338.29,147385.6725,0
Ba Genru,Female,41,Shanghai,6,2,1,1,656,6736.25,124450.4529,0
Zhao Hu,Female,35,Shanghai,5,2,1,0,529,10806.5,0,0
Zheng Nengliang,Male,34,Beijing,2,2,1,1,498,28399.28,0,0
Hu Bao,Female,34,Tianjin,1,3,0,1,673,14665.98,156361.0317,0
Jia Baoyu,Female,52,Beijing,5,1,0,0,841,35036.27,0,1
Tan Anwen,Female,77,Tianjin,6,1,1,0,775,7234.53,166198.2888,0
Yi Baoduo,Female,45,Shanghai,2,1,1,1,637,27750.38,194253.2235,1
Ren Gui,Male,30,Shanghai,4,3,1,0,663,19382.6,0,0
Na De,Female,37,Beijing,2,2,1,1,657,1466.05,0,0
Ni Bai,Male,27,Tianjin,3,1,0,1,639,16292.33,185478.8463,0
Fei Xing,Male,67,Shanghai,9,1,0,1,763,16680,182734.5318,0
Ke Lian,Male,41,Tianjin,9,2,1,0,704,24675.08,76356.1983,0
Zai Jian,Male,56,Beijing,4,2,1,1,585,10571.28,170019.4437,0
Ji Leyuan,Female,30,Tianjin,7,1,1,0,669,36098.63,172043.5563,0
Kan Jian,Male,30,Beijing,6,2,1,1,710,1719.15,0,0
Zhang Ming,Male,47,Tianjin,7,1,0,1,668,30202.48,131430.6783,1
Jiu Zheyang,Male,42,Shanghai,9,1,1,1,731,36744.84,124283.6649,0
Jiu Zheyang,Female,31,Shanghai,3,1,0,1,619,11765.17,174354.7386,0
We Po,Male,37,Tianjin,7,2,1,0,661,21995.73,135186.9138,1
Lang Ping,Male,38,Beijing,9,2,1,0,741,2749.33,0,0
Si Shiba,Male,37,Beijing,5,1,0,1,639,33152.38,120769.641,0
Wei Sansi,Male,30,Tianjin,7,1,1,0,726,27945.32,114202.5357,0
Si Shiba,Female,41,Shanghai,3,2,1,0,601,10390.59,0,0
Shen De,Female,26,Beijing,2,2,1,1,611,23097.82,132235.9839,0
Jia Baoyu,Male,77,Beijing,6,2,1,1,639,10674.8,99539.0046,0
Zhi Fen,Male,58,Shanghai,9,2,0,1,748,23791.43,150466.761,0
Zhong Guoren,Male,34,Shanghai,5,2,1,0,714,36910.19,0,0
Lin Daiyu,Male,36,Tianjin,8,2,1,0,729,33868.13,188066.0652,0
Qu Bo,Male,44,Beijing,9,1,1,0,735,14309.05,148438.4049,0
Cha Buduo,Male,44,Shanghai,9,2,1,0,567,16764.27,0,0
Zhen Shi,Male,43,Beijing,6,2,0,0,529,18804.71,115148.1105,0
Kong Pi,Male,36,Shanghai,4,2,0,0,599,2525.91,0,0
Zhang San,Male,47,Beijing,1,1,0,0,807,24450.3,116998.3257,0
Shen De,Male,32,Shanghai,5,1,1,0,656,25585.9,168464.6376,0
Na De,Female,47,Tianjin,5,1,1,0,686,33112.77,210251.2062,1
Yi Baoduo,Male,25,Tianjin,8,1,0,0,542,10396.24,171376.023,0
Ji Leyuan,Male,43,Shanghai,2,1,1,1,604,4566.27,178450.5156,0
Ren Gui,Female,66,Beijing,6,2,1,1,515,30719.52,0,0
We Po,Male,71,Beijing,5,1,0,1,823,31105.74,183399.2484,0
Wu Shangui,Female,45,Shanghai,4,2,1,1,554,36981.27,0,0
Te kepa,Male,37,Beijing,6,1,0,0,606,32987.93,101319.9462,1
Chen De,Male,43,Beijing,7,2,1,0,551,34109.69,0,0
Ke Lian,Male,31,Beijing,8,2,0,0,751,3355.73,0,0
Qi Fei,Female,31,Beijing,7,1,0,1,540,35000.3,0,1
Qiu Deba,Female,43,Beijing,6,1,1,0,437,28361.56,0,1
Zhong Guoren,Female,45,Tianjin,9,1,0,0,595,36605.91,130380.1476,1
Qu Bo,Male,31,Beijing,4,1,0,0,659,30893.72,145560.9798,0
Zhen Shi,Female,38,Beijing,7,2,0,0,729,8753.32,0,0
Fei Xing,Female,37,Beijing,5,1,1,0,661,15507.22,167802.9714,0
Qi Hui,Female,21,Tianjin,1,1,1,0,742,6026.84,140579.7504,0
Zheng Nengliang,Male,27,Beijing,5,1,0,1,736,36736.47,63372.9825,0
Zhen Dema,Male,39,Beijing,3,1,1,1,649,11536.37,139108.5843,0
Yu Laoren,Male,38,Shanghai,7,2,1,0,432,28791.75,0,0
Ni Bai,Female,62,Beijing,1,1,1,0,850,13559.46,153354.3705,1
Wo Bai,Male,55,Beijing,8,2,1,1,664,26608.34,0,0
Er Shiduo,Female,55,Tianjin,3,1,1,0,754,1545.09,198778.8363,1
Lang Ping,Female,52,Shanghai,8,3,1,0,358,27143.23,176557.1028,1
Wu Shangui,Male,32,Beijing,5,2,1,0,561,16227.91,0,0
Zhen Dema,Male,45,Tianjin,8,1,0,0,640,37308.59,148327.1637,0
Hu Bao,Male,30,Beijing,2,2,1,1,652,29103.4,216684.8688,0
Jia Baoyu,Male,33,Beijing,2,1,1,1,535,21089.82,163639.5936,0
Zen Meban,Male,30,Beijing,8,2,0,0,615,608.63,0,0
Huang Zuihao,Male,34,Shanghai,5,2,0,0,834,10217.41,0,0
We Maoqian,Female,48,Beijing,1,1,1,0,636,21130.07,210125.1558,1
Zhen Dema,Male,40,Beijing,3,2,1,0,583,9125.81,0,0
Di Shioing,Male,44,Beijing,4,2,1,0,812,31556.1,141510.4545,0
Ye Xu,Female,33,Beijing,10,2,1,0,464,19206.02,181417.251,0
Jia Shuji,Male,44,Tianjin,2,1,1,1,612,18676.39,141650.9574,1
Jia Baoyu,Male,44,Tianjin,3,1,1,0,753,2968.08,169834.0581,1
Te kepa,Male,40,Beijing,3,1,1,1,481,6179.71,0,0
Qu Bo,Male,44,Shanghai,9,1,0,0,702,11320.72,0,1
De Daogao,Female,51,Beijing,8,1,1,1,708,17766.73,87027.6414,1
Wang Qiang,Male,45,Shanghai,0,2,0,0,585,36268.39,0,0
Ping Shide,Male,37,Shanghai,8,2,1,0,606,17036.17,190296.4734,0
Zhao De,Male,30,Shanghai,3,1,0,1,757,37923.73,178837.6827,0
Da Chishi,Female,55,Tianjin,6,1,1,0,794,30693.37,142429.941,1
Zhen dema,Female,39,Beijing,10,1,1,0,554,6276.12,196963.2825,0
Yi zhi,Female,27,Beijing,3,2,1,1,661,14701.68,0,0
Zhen Haowao,Male,22,Shanghai,10,2,1,0,669,33683.31,0,0
Yi zhi,Male,54,Beijing,9,1,0,0,567,9949.38,118575.6408,1
Shei Shiwo,Female,29,Tianjin,0,1,1,0,633,36971.89,170450.1282,0
Yi zhi,Male,60,Beijing,9,3,1,1,686,14387.42,0,1
Qiu Deba,Female,34,Beijing,3,2,1,1,720,26026.82,145518.3111,0
We Po,Female,33,Shanghai,8,2,0,0,449,29979.52,0,0
Qi Fei,Female,34,Tianjin,8,1,0,1,476,37709.71,137643.6789,1
Jiu Zheyang,Male,42,Beijing,6,2,1,0,630,31108.59,0,0
Tian Tian,Male,41,Tianjin,7,3,1,0,641,3323.94,128418.8142,0
Zen Meban,Male,36,Beijing,8,2,0,1,583,1065.31,0,0
De Daogao,Male,38,Shanghai,9,1,1,1,639,15652.21,160186.7622,0
Di Shioing,Female,32,Beijing,9,2,1,1,573,24901.45,154145.8632,0
Chen De,Female,47,Tianjin,7,2,1,0,671,29291.45,140962.6248,1
Di Shioing,Male,31,Beijing,6,2,1,1,636,455.56,0,0
Zhong Guoren,Female,49,Beijing,10,1,1,0,718,35272.41,0,1
Hao Ya,Female,51,Tianjin,9,1,1,0,555,37995.27,170003.835,1
Tian Tian,Female,30,Beijing,9,2,0,0,483,26072.07,0,0
Qiu Liwei,Female,30,Shanghai,7,1,1,0,485,20471.77,0,0
Ba Qiu,Male,55,Beijing,8,2,1,1,509,32573.63,162837.1293,0
Hao Ya,Female,54,Beijing,4,2,1,1,590,17938.9,0,1
Tian Tian,Female,38,Beijing,3,2,0,0,693,14939.47,0,1
Ke Lian,Female,24,Beijing,6,2,1,1,726,10463.48,0,0
Tian Tian,Female,45,Beijing,4,2,0,1,567,23145.92,0,0
We Po,Male,35,Shanghai,1,1,1,1,710,24464.97,131017.7796,0
Ren Shi,Male,32,Tianjin,9,1,1,0,831,37259.61,98723.0718,0
Zhi Fen,Male,45,Shanghai,9,2,1,0,552,5115.21,0,0
Da Chishi,Female,43,Tianjin,3,2,1,0,845,18720.85,187038.2157,0
Tian Tian,Female,40,Tianjin,9,1,1,0,511,38014.19,153013.968,1
Wo Shishei,Male,44,Tianjin,8,2,1,1,687,341.84,117302.8122,0
Guan Yu,Female,48,Shanghai,5,1,1,1,454,17811.04,178150.4817,0
Fei Xing,Female,37,Tianjin,1,2,0,0,629,9498.34,43726.2663,0
Hu Bao,Male,29,Beijing,5,2,1,0,619,37152.98,0,0
Zhuan Ji,Female,56,Beijing,1,1,1,0,765,2529.43,0,1
Ren Gui,Male,28,Tianjin,3,1,1,1,637,31827.61,152121.0987,0
Wu Shangui,Male,37,Shanghai,8,1,1,1,542,154.31,0,0
Zhuan Ji,Male,24,Beijing,7,1,0,1,815,34039.95,211464.9456,0
Wu Zhihui,Male,27,Tianjin,5,2,0,0,742,4167.03,233854.2789,0
Jia Shi,Male,42,Shanghai,4,1,1,0,650,32704.64,239275.1718,1
Jia Shuji,Male,37,Shanghai,3,2,1,1,543,15089.04,0,0
Mao Xi,Female,48,Beijing,9,1,1,0,535,28660.18,0,1
Di Shioing,Male,41,Beijing,10,2,1,1,701,27965.15,0,0
De Daogao,Male,41,Beijing,0,1,1,1,808,15275.1,0,0
Hu Ying,Male,29,Beijing,1,1,1,0,654,34482.87,0,0
Qiu Liwei,Female,28,Tianjin,3,2,1,1,635,29979.22,100397.1141,0
We Po,Female,34,Tianjin,9,2,0,1,688,31316.06,111961.4634,0
Ren Shi,Female,41,Beijing,7,1,1,1,773,11003.75,233993.8839,0
Shei Shiwo,Female,41,Tianjin,5,1,1,0,583,36410.99,95506.548,0
Ba Genru,Female,69,Shanghai,9,1,0,1,732,21210.75,169067.7189,1
Qiu Liwei,Female,27,Beijing,9,2,0,0,614,14818.51,130889.9211,0
Shei Zhidao,Male,28,Beijing,7,1,1,0,644,5579.25,190724.3043,0
Zhen Haowao,Female,43,Tianjin,2,2,0,0,768,3661.59,158994.7815,0
Ping Shide,Female,42,Tianjin,6,2,1,0,788,12379.74,170540.1027,0
De Daogao,Female,34,Tianjin,9,1,1,0,474,30633.51,216862.9728,0
Ren Gui,Female,33,Beijing,8,1,1,1,430,13338.41,0,0
Li Si,Male,38,Shanghai,0,2,1,0,548,7348.89,219009.5442,0
Tian Tian,Female,34,Beijing,7,1,0,0,664,34400.37,115522.1781,0
Zhao Lao,Male,52,Tianjin,5,1,0,1,723,17757.83,161984.8131,1
Shei Shiwo,Male,39,Shanghai,4,1,1,1,519,18657.2,137637.1722,0
Shen De,Male,28,Beijing,8,2,1,1,647,17410.18,0,0
Lin Daiyu,Male,38,Shanghai,2,1,0,0,509,32210.34,0,0
Cha Buduo,Male,30,Tianjin,7,2,0,0,691,29929.14,124515.0771,0
Mao Laoren,Male,35,Beijing,9,2,1,0,631,4679.2,138242.7135,0
Hu Ying,Male,34,Beijing,10,1,1,1,663,21813.33,0,0
Ren Gui,Female,41,Beijing,10,1,1,1,844,26993.34,93873.1572,1
Zhen Dema,Male,38,Shanghai,9,1,0,1,655,17302.16,0,0
Bao Qiao,Female,51,Beijing,4,2,1,0,625,17637.46,153282.6123,1
Tian Ci,Female,48,Beijing,10,1,1,1,638,9116.47,170149.6269,0
Yi Baoduo,Female,49,Shanghai,9,1,0,0,538,33227.39,173963.8692,1
Tian Tian,Female,40,Tianjin,8,1,1,0,698,21937.4,185455.833,0
Xiao Jian,Male,35,Shanghai,9,2,1,1,653,8787,0,0
Ba Genru,Female,39,Beijing,8,1,0,1,486,23046.13,120317.8128,0
We Po,Male,34,Shanghai,0,1,1,1,504,26177.79,67626.3963,0
Na De,Female,25,Beijing,10,2,0,0,769,35932.26,0,0
Zhao Hu,Female,29,Beijing,3,2,1,0,671,30218.56,0,0
Zhuan Ji,Female,45,Shanghai,2,1,1,1,850,3725.14,150442.7883,0
Yi zhi,Female,33,Shanghai,7,2,1,1,611,713.17,0,0
Tan Anwen,Male,45,Tianjin,2,1,0,1,652,22052.28,186248.3712,0
Zhen Dema,Female,36,Beijing,7,1,1,0,677,9047.56,0,0
La Ma,Female,39,Beijing,1,1,1,0,730,37274.53,121783.1241,0
Shei Zhidao,Female,34,Tianjin,5,1,1,1,777,33005.45,118933.2018,0
Dao Lema,Male,53,Shanghai,10,1,1,1,609,29568.43,0,0
Hao Ya,Male,45,Tianjin,10,1,1,0,599,25263.42,127407.1515,1
Er Shazi,Male,38,Beijing,9,1,1,1,700,19302.19,81134.0349,0
Shen De,Male,24,Shanghai,3,2,1,0,497,14606.12,0,0
Te kepa,Female,41,Tianjin,2,1,1,0,744,37772.2,103459.4943,0
Guan Yu,Female,34,Tianjin,7,1,0,1,643,36048.39,197324.0661,0
Qi Hui,Female,23,Shanghai,5,2,1,1,705,13983.12,0,0
Zhang San,Female,41,Beijing,10,4,1,1,771,26292.62,133220.07,1
Zheng Nengliang,Male,40,Beijing,6,2,0,0,724,20296.26,0,0
Shei Zhidao,Female,50,Beijing,4,1,0,1,628,20957.7,175957.1088,1
Cuo De,Female,24,Beijing,8,1,1,0,644,6863.62,114095.4765,0
Zhong Guoren,Female,45,Beijing,6,2,0,0,766,28142.39,0,0
Wang Qiang,Male,29,Beijing,5,1,0,0,731,21416.82,220833.216,0
La Ma,Male,36,Beijing,3,1,1,0,670,26912.84,0,1
Mao Laoren,Female,52,Shanghai,5,1,0,0,612,18795.9,178070.4087,1
Wei Sansi,Female,33,Shanghai,7,2,1,0,719,3827.26,0,0
Te kepa,Female,36,Beijing,8,2,0,0,625,38033.42,159831.5997,0
Te kepa,Male,40,Beijing,8,2,1,0,590,12033.08,0,0
Kan Jian,Female,40,Beijing,7,2,1,1,721,23437.95,0,0
Zhi Fen,Female,41,Tianjin,4,2,1,1,593,20991.06,147234.813,0
Yi zhi,Male,53,Tianjin,7,2,0,0,692,22909.59,185640.1977,0
Zhang Jia,Female,49,Tianjin,5,1,1,0,513,24134.57,211069.5621,0
Tian Tian,Male,38,Tianjin,1,1,1,1,598,14523.72,124829.2314,1
Er Shazi,Female,36,Beijing,3,2,1,1,692,1583.59,0,0
Er Shiduo,Female,46,Tianjin,4,1,0,0,705,14635.73,142087.2261,1
Xiao Jian,Female,36,Tianjin,10,1,1,0,655,1755.57,150446.6997,0
La Ma,Female,50,Shanghai,5,4,1,1,500,16035.63,0,1
Ni Bai,Female,53,Tianjin,5,1,0,1,602,8611.52,120870.6732,1
Kong Pi,Female,60,Beijing,6,1,1,1,452,27335.23,149728.5027,0
Ren Shi,Male,39,Shanghai,6,2,1,0,679,2345.32,0,0
Bao Qiao,Male,37,Beijing,3,2,0,0,728,20454.59,150908.0973,1
Zhao Hu,Male,39,Beijing,1,1,1,1,519,5871.7,120171.0246,0
Zai Jian,Male,48,Tianjin,5,2,0,0,681,13970.69,171848.712,0
Li Si,Male,33,Shanghai,6,1,0,0,720,17568.12,119542.0026,0
Er Shiduo,Male,38,Beijing,7,1,1,1,844,22817.08,137147.0418,0
Shei Zhidao,Female,34,Tianjin,8,2,0,0,765,8997.74,168177.2973,0
Ping Shide,Female,33,Beijing,8,1,1,1,703,15295.82,234396.9795,0
Ping Shide,Male,31,Beijing,10,2,1,0,606,37324.93,0,0
Di Shioing,Female,20,Beijing,10,1,0,0,636,19228.83,152848.2378,0
Kan Jian,Male,36,Beijing,0,1,0,0,643,10676.03,182236.4433,0
Zhang San,Female,59,Beijing,7,1,1,0,655,17009.27,0,1
Zhao Wei,Female,50,Shanghai,7,2,0,1,754,28811.76,180536.2512,0
Xue Qiao,Male,73,Shanghai,5,1,1,1,703,30531.06,169446.7065,0
Er Shiduo,Male,55,Beijing,10,3,1,1,585,23510.7,130891.1511,1
Qiu Ba,Male,39,Tianjin,3,2,1,0,714,12207.71,184361.6127,0
Guan Yu,Female,37,Tianjin,8,2,0,1,679,33436.53,95169.8601,0
Zhang De,Male,74,Tianjin,3,1,1,1,733,25734.14,131051.0019,0
Zhen dema,Male,76,Beijing,10,1,0,1,780,12403.88,149216.0724,0
Yi Baoduo,Female,74,Tianjin,0,1,1,1,775,25787.74,198486.945,0
Qi Lai,Male,42,Tianjin,6,1,1,1,555,7897.59,131738.535,1
Yi Baoduo,Male,30,Beijing,1,1,1,1,676,10592.76,157694.8929,0
Zheng Nengliang,Female,55,Tianjin,0,1,0,1,554,26769.21,133427.0421,1
Zen Meban,Female,35,Beijing,3,2,1,0,732,17376.08,0,0
Mao Xi,Female,39,Tianjin,5,1,1,0,850,19061.08,140824.9386,0
Zhao Hu,Female,41,Beijing,7,2,1,1,794,14201.73,0,0
Qi Lai,Female,56,Beijing,10,3,0,1,468,11903.79,0,1
Ren Shi,Male,42,Tianjin,1,1,1,0,790,37893.44,105582.7326,0
Zai Jian,Male,40,Beijing,7,1,1,1,573,21119.39,181738.2564,0
Qi Lai,Female,33,Beijing,1,2,1,1,745,33352,0,0
Zai Jian,Female,46,Beijing,1,1,1,1,511,22137.56,0,1
Jia Shuji,Male,33,Shanghai,2,2,1,1,672,34940.34,0,0
Xiao Jian,Male,48,Tianjin,3,1,0,0,676,19387.73,99257.8512,0
Li Hong,Male,42,Beijing,7,1,1,1,543,10831.82,0,0
Li Zhi,Male,27,Shanghai,2,1,1,1,479,7708.46,212130.0435,0
Shei Shiwo,Female,40,Tianjin,3,2,1,0,428,13934.3,158975.1753,1
Lin Daiyu,Female,41,Shanghai,1,1,0,1,608,21518.65,103083.6678,0
Guo Hechai,Male,50,Tianjin,1,1,1,0,638,32191.2,126253.9404,1
Fei Xing,Female,58,Shanghai,8,2,1,1,680,12563.76,0,0
Guo Hechai,Female,51,Tianjin,8,2,1,0,726,26947.97,132218.6778,1
Qi Lai,Male,23,Shanghai,7,2,1,1,595,32138.8,0,0
Wu Zhihui,Female,39,Beijing,8,1,0,0,670,17056.5,125372.0673,0
Jia Shuji,Male,36,Beijing,0,1,1,1,678,16149.17,132077.0064,0
Shuai Jile,Male,37,Beijing,5,2,1,1,506,24386.96,0,0
Dou Bai,Male,63,Shanghai,10,2,1,0,634,5883.91,0,1
Zhong Guoren,Male,18,Shanghai,8,2,1,0,644,11314.03,0,0
